-2.1669782907, 62.7340610663, 0.0000000000
-2.1669782907, 62.7340610663, 0.0000000000
-2.3914452113, 62.8495269440, 0.0000000000
-2.3914452113, 62.8495269440, 0.0000000000
-2.5746191596, 62.9391144645, 0.0000000000
-2.5746191596, 62.9391144645, 0.0000000000
-2.7600581559, 63.0257325717, 0.0000000000
-2.7600581559, 63.0257325717, 0.0000000000
-2.9477237589, 63.1093633790, 0.0000000000
-2.9477237589, 63.1093633790, 0.0000000000
-3.1375764483, 63.1899899174, 0.0000000000
-3.1375764483, 63.1899899174, 0.0000000000
-3.5240404163, 63.3423020264, 0.0000000000
-3.5240404163, 63.3423020264, 0.0000000000
-3.7202106234, 63.4138177944, 0.0000000000
-3.7202106234, 63.4138177944, 0.0000000000
-3.9183995222, 63.4822709878, 0.0000000000
-3.9183995222, 63.4822709878, 0.0000000000
-4.1185626315, 63.5476495327, 0.0000000000
-4.1185626315, 63.5476495327, 0.0000000000
-4.9397101974, 63.7786247489, 0.0000000000
-4.9397101974, 63.7786247489, 0.0000000000
-5.1490609212, 63.8284605372, 0.0000000000
-5.1490609212, 63.8284605372, 0.0000000000
-5.5729810371, 63.9187921836, 0.0000000000
-5.5729810371, 63.9187921836, 0.0000000000
-5.7704378111, 63.9561876457, 0.0000000000
-5.7704378111, 63.9561876457, 0.0000000000
-5.9861270452, 63.9937432692, 0.0000000000
-5.9861270452, 63.9937432692, 0.0000000000
-6.2033062542, 64.0281626297, 0.0000000000
-6.2033062542, 64.0281626297, 0.0000000000
-6.4219232227, 64.0594456445, 0.0000000000
-6.4219232227, 64.0594456445, 0.0000000000
-6.8633464783, 64.1126172769, 0.0000000000
-6.8633464783, 64.1126172769, 0.0000000000
-7.0859594641, 64.1345010671, 0.0000000000
-7.0859594641, 64.1345010671, 0.0000000000
-7.3097970668, 64.1532597348, 0.0000000000
-7.3097970668, 64.1532597348, 0.0000000000
-7.7609346099, 64.1814259491, 0.0000000000
-7.7609346099, 64.1814259491, 0.0000000000
-7.9881202177, 64.1908480600, 0.0000000000
-7.9881202177, 64.1908480600, 0.0000000000
-8.4626144382, 64.2005352569, 0.0000000000
-8.4626144382, 64.2005352569, 0.0000000000
-8.6927198808, 64.2004743330, 0.0000000000
-8.6927198808, 64.2004743330, 0.0000000000
-8.9236628233, 64.1973534831, 0.0000000000
-8.9236628233, 64.1973534831, 0.0000000000
-9.6205054559, 64.1698023342, 0.0000000000
-9.6205054559, 64.1698023342, 0.0000000000
-9.8542469422, 64.1545971377, 0.0000000000
-9.8542469422, 64.1545971377, 0.0000000000
-10.1133043120, 64.1343204567, 0.0000000000
-10.1133043120, 64.1343204567, 0.0000000000
-10.3481676553, 64.1128639396, 0.0000000000
-10.3481676553, 64.1128639396, 0.0000000000
-10.5834794477, 64.0884695915, 0.0000000000
-10.5834794477, 64.0884695915, 0.0000000000
-10.8191857142, 64.0611589266, 0.0000000000
-10.8191857142, 64.0611589266, 0.0000000000
-11.3278873476, 63.9925472196, 0.0000000000
